1129,1130,1132,1132,1132,1132,1132,1132,1132,1131,0,0,0,1132,1131,1132,1133,1134,1135,1136,
1105,0,0,0,0,0,0,0,778,779,780,0,782,783,0,0,0,0,0,1144,
1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,
1209,0,0,0,1044,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,
1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,306,307,308,0,1144,
1209,0,0,0,0,0,0,0,0,0,0,0,0,0,313,314,315,316,0,1152,
1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1209,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,
1193,0,0,0,0,533,534,535,536,0,0,0,0,0,0,0,0,0,0,1152,
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,
1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,
1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,507,0,0,1160,
1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,
1193,0,0,0,442,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1144,
1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,
1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,
1155,1156,1157,1158,1159,1160,1158,1159,1160,1156,1157,1158,1159,0,1031,1032,1157,1158,1159,1160
