0,0,889,0,0,889,0,0,893,771,772,773,774,775,0,0,0,0,0,0,
0,0,897,0,0,897,0,0,901,0,0,0,0,901,273,274,275,276,0,0,
0,0,0,0,1036,1037,0,0,0,0,0,0,0,0,281,282,283,284,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,290,291,292,0,0,
0,0,0,0,0,0,478,479,0,0,0,0,0,0,297,298,299,300,0,0,
0,0,0,0,0,485,486,487,488,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,501,502,503,504,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,509,510,511,512,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,517,518,519,520,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,526,527,528,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,474,475,476,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,482,483,484,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,490,491,492,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,498,499,500,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,1024,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
